NumberOfWords;Word;WordSaid;WhereErrorOccurred;TypeOfError;LocationOfError;ExpectedLetterError;SaidLetterError
536;condition;rondition;Beginning;Substitution;[0];['c'];['r']
537;conference;qonference;Beginning;Substitution;[0];['c'];['q']
538;Congress;Cengress;Middle;Substitution;[1];['o'];['e']
539;consider;honsider;Beginning;Substitution;[0];['c'];['h']
540;consumer;ponsumer;Beginning;Substitution;[0];['c'];['p']
541;contain;fontain;Beginning;Substitution;[0];['c'];['f']
542;continue;xontinue;Beginning;Substitution;[0];['c'];['x']
543;control;montrol;Beginning;Substitution;[0];['c'];['m']
544;cost;fost;Beginning;Substitution;[0];['c'];['f']
545;could;would;Beginning;Substitution;[0];['c'];['w']
546;country;gountry;Beginning;Substitution;[0];['c'];['g']
547;couple;souple;Beginning;Substitution;[0];['c'];['s']
548;course;wourse;Beginning;Substitution;[0];['c'];['w']
549;court;wourt;Beginning;Substitution;[0];['c'];['w']
550;cover;vover;Beginning;Substitution;[0];['c'];['v']
553;cultural;iultural;Beginning;Substitution;[0];['c'];['i']
554;culture;wulture;Beginning;Substitution;[0];['c'];['w']
555;cup;mup;Beginning;Substitution;[0];['c'];['m']
556;current;rurrent;Beginning;Substitution;[0];['c'];['r']
557;customer;vustomer;Beginning;Substitution;[0];['c'];['v']
558;cut;uut;Beginning;Substitution;[0];['c'];['u']
559;dark;oark;Beginning;Substitution;[0];['d'];['o']
560;data;cata;Beginning;Substitution;[0];['d'];['c']
561;daughter;yaughter;Beginning;Substitution;[0];['d'];['y']
562;day;kay;Beginning;Substitution;[0];['d'];['k']
563;dead;fead;Beginning;Substitution;[0];['d'];['f']
564;deal;keal;Beginning;Substitution;[0];['d'];['k']
565;death;eeath;Beginning;Substitution;[0];['d'];['e']
566;debate;rebate;Beginning;Substitution;[0];['d'];['r']
567;decade;secade;Beginning;Substitution;[0];['d'];['s']
568;decide;lecide;Beginning;Substitution;[0];['d'];['l']
569;decision;aecision;Beginning;Substitution;[0];['d'];['a']
570;deep;beep;Beginning;Substitution;[0];['d'];['b']
571;defense;iefense;Beginning;Substitution;[0];['d'];['i']
572;degree;tegree;Beginning;Substitution;[0];['d'];['t']
573;Democrat;Domocrat;Middle;Substitution;[1];['e'];['o']
574;democratic;vemocratic;Beginning;Substitution;[0];['d'];['v']
575;describe;qescribe;Beginning;Substitution;[0];['d'];['q']
576;design;lesign;Beginning;Substitution;[0];['d'];['l']
577;despite;sespite;Beginning;Substitution;[0];['d'];['s']
578;detail;fetail;Beginning;Substitution;[0];['d'];['f']
579;determine;vetermine;Beginning;Substitution;[0];['d'];['v']
580;develop;sevelop;Beginning;Substitution;[0];['d'];['s']
581;development;yevelopment;Beginning;Substitution;[0];['d'];['y']
582;die;qie;Beginning;Substitution;[0];['d'];['q']
583;difference;sifference;Beginning;Substitution;[0];['d'];['s']
584;different;vifferent;Beginning;Substitution;[0];['d'];['v']
585;difficult;tifficult;Beginning;Substitution;[0];['d'];['t']
586;dinner;uinner;Beginning;Substitution;[0];['d'];['u']
587;direction;birection;Beginning;Substitution;[0];['d'];['b']
588;director;pirector;Beginning;Substitution;[0];['d'];['p']
589;discover;uiscover;Beginning;Substitution;[0];['d'];['u']
590;discuss;jiscuss;Beginning;Substitution;[0];['d'];['j']
591;discussion;hiscussion;Beginning;Substitution;[0];['d'];['h']
592;disease;qisease;Beginning;Substitution;[0];['d'];['q']
593;do;mo;Beginning;Substitution;[0];['d'];['m']
594;doctor;ooctor;Beginning;Substitution;[0];['d'];['o']
595;dog;cog;Beginning;Substitution;[0];['d'];['c']
596;door;boor;Beginning;Substitution;[0];['d'];['b']
597;down;vown;Beginning;Substitution;[0];['d'];['v']
603;during;guring;Beginning;Substitution;[0];['d'];['g']
604;each;rach;Beginning;Substitution;[0];['e'];['r']
605;early;varly;Beginning;Substitution;[0];['e'];['v']
606;east;fast;Beginning;Substitution;[0];['e'];['f']
607;easy;wasy;Beginning;Substitution;[0];['e'];['w']
608;eat;dat;Beginning;Substitution;[0];['e'];['d']
609;economic;qconomic;Beginning;Substitution;[0];['e'];['q']
610;economy;wconomy;Beginning;Substitution;[0];['e'];['w']
611;edge;odge;Beginning;Substitution;[0];['e'];['o']
612;education;aducation;Beginning;Substitution;[0];['e'];['a']
613;effect;gffect;Beginning;Substitution;[0];['e'];['g']
614;effort;qffort;Beginning;Substitution;[0];['e'];['q']
615;eight;dight;Beginning;Substitution;[0];['e'];['d']
616;either;cither;Beginning;Substitution;[0];['e'];['c']
617;election;xlection;Beginning;Substitution;[0];['e'];['x']
618;else;zlse;Beginning;Substitution;[0];['e'];['z']
619;employee;bmployee;Beginning;Substitution;[0];['e'];['b']
620;end;vnd;Beginning;Substitution;[0];['e'];['v']
621;energy;vnergy;Beginning;Substitution;[0];['e'];['v']
622;enjoy;znjoy;Beginning;Substitution;[0];['e'];['z']
623;enough;lnough;Beginning;Substitution;[0];['e'];['l']
624;enter;cnter;Beginning;Substitution;[0];['e'];['c']
625;entire;antire;Beginning;Substitution;[0];['e'];['a']
626;environment;vnvironment;Beginning;Substitution;[0];['e'];['v']
627;environmental;fnvironmental;Beginning;Substitution;[0];['e'];['f']
628;especially;bspecially;Beginning;Substitution;[0];['e'];['b']
629;establish;fstablish;Beginning;Substitution;[0];['e'];['f']
630;even;xven;Beginning;Substitution;[0];['e'];['x']
631;evening;svening;Beginning;Substitution;[0];['e'];['s']
632;event;lvent;Beginning;Substitution;[0];['e'];['l']
633;ever;qver;Beginning;Substitution;[0];['e'];['q']
634;every;dvery;Beginning;Substitution;[0];['e'];['d']
635;everybody;xverybody;Beginning;Substitution;[0];['e'];['x']
636;everyone;hveryone;Beginning;Substitution;[0];['e'];['h']
637;everything;jverything;Beginning;Substitution;[0];['e'];['j']
638;evidence;ividence;Beginning;Substitution;[0];['e'];['i']
639;exactly;gxactly;Beginning;Substitution;[0];['e'];['g']
640;example;fxample;Beginning;Substitution;[0];['e'];['f']
641;executive;mxecutive;Beginning;Substitution;[0];['e'];['m']
642;exist;cxist;Beginning;Substitution;[0];['e'];['c']
644;experience;ixperience;Beginning;Substitution;[0];['e'];['i']
645;expert;dxpert;Beginning;Substitution;[0];['e'];['d']
646;explain;jxplain;Beginning;Substitution;[0];['e'];['j']
647;eye;oye;Beginning;Substitution;[0];['e'];['o']
648;face;gace;Beginning;Substitution;[0];['f'];['g']
649;fact;zact;Beginning;Substitution;[0];['f'];['z']
650;factor;jactor;Beginning;Substitution;[0];['f'];['j']
651;fail;lail;Beginning;Substitution;[0];['f'];['l']
652;fall;qall;Beginning;Substitution;[0];['f'];['q']
653;family;kamily;Beginning;Substitution;[0];['f'];['k']
654;far;tar;Beginning;Substitution;[0];['f'];['t']
655;fast;wast;Beginning;Substitution;[0];['f'];['w']
656;father;sather;Beginning;Substitution;[0];['f'];['s']
657;fear;iear;Beginning;Substitution;[0];['f'];['i']
658;federal;nederal;Beginning;Substitution;[0];['f'];['n']
659;feel;reel;Beginning;Substitution;[0];['f'];['r']
660;feeling;leeling;Beginning;Substitution;[0];['f'];['l']
661;few;oew;Beginning;Substitution;[0];['f'];['o']
663;fight;bight;Beginning;Substitution;[0];['f'];['b']
664;figure;nigure;Beginning;Substitution;[0];['f'];['n']
665;fill;yill;Beginning;Substitution;[0];['f'];['y']
666;film;milm;Beginning;Substitution;[0];['f'];['m']
667;final;ainal;Beginning;Substitution;[0];['f'];['a']
669;financial;yinancial;Beginning;Substitution;[0];['f'];['y']
670;find;yind;Beginning;Substitution;[0];['f'];['y']
671;fine;eine;Beginning;Substitution;[0];['f'];['e']
672;finger;singer;Beginning;Substitution;[0];['f'];['s']
673;finish;winish;Beginning;Substitution;[0];['f'];['w']
674;fire;nire;Beginning;Substitution;[0];['f'];['n']
676;first;lirst;Beginning;Substitution;[0];['f'];['l']
678;five;eive;Beginning;Substitution;[0];['f'];['e']
681;focus;xocus;Beginning;Substitution;[0];['f'];['x']
682;follow;jollow;Beginning;Substitution;[0];['f'];['j']
683;food;dood;Beginning;Substitution;[0];['f'];['d']
684;foot;joot;Beginning;Substitution;[0];['f'];['j']
685;for;dor;Beginning;Substitution;[0];['f'];['d']
686;force;uorce;Beginning;Substitution;[0];['f'];['u']
687;foreign;woreign;Beginning;Substitution;[0];['f'];['w']
688;forget;borget;Beginning;Substitution;[0];['f'];['b']
689;form;corm;Beginning;Substitution;[0];['f'];['c']
690;former;wormer;Beginning;Substitution;[0];['f'];['w']
